原文: 第一章  燃烧  positive_prob: 0.551491  confidence: 0.003314  negative_prob: 0.448509  sentiment: 2.000000  
 原文:     就在他意识到这声音是源自微波炉的同时，在他眼前忽然出现了火苗。仔细一看，原来桌子上面放了一个小型微波炉，它内部的灯泡正在发光，但这个灯泡的发光方式与普通灯泡不同，它里面的灯芯一直在摇晃。  positive_prob: 0.072112  confidence: 0.839750  negative_prob: 0.927888  sentiment: 0.000000  
 原文:     那灯光渐渐减弱，最终消失了。就好像是在等待这一刻的到来一样，窗帘立到被拉开了。  positive_prob: 0.224905  confidence: 0.500210  negative_prob: 0.775095  sentiment: 0.000000  
 原文:     “用这么阴暗的光线来招待为了维持社会治安而日夜操劳的草薙大警官，实在是说不过去啊！”  positive_prob: 0.209597  confidence: 0.534230  negative_prob: 0.790403  sentiment: 0.000000  
 原文:     一个穿着白大褂的男子正在窗边拉着窗帘。他身材高挑，带着个黑框眼镜，眼睛里闪烁着智慧的光芒。他和学生时代几乎没有什么两样，连那把刘海剪齐至眉毛上方的发型都和以前一模一样。  positive_prob: 0.877777  confidence: 0.728394  negative_prob: 0.122223  sentiment: 2.000000  
 原文:     草薙叹了口气，最终苦笑了一下。  positive_prob: 0.336869  confidence: 0.251402  negative_prob: 0.663131  sentiment: 0.000000  
 原文:     “又吓唬我啊，你都多大了，还搞恶作剧！”  positive_prob: 0.403058  confidence: 0.104315  negative_prob: 0.596942  sentiment: 0.000000  
 原文:     “你要这么说我的话，可太令人遗憾啦！我是想用刚才的方式来表达想要帮助你的一片苦心啊。”  positive_prob: 0.569972  confidence: 0.044382  negative_prob: 0.430028  sentiment: 2.000000  
 原文:     汤川把窗帘完全拉开，一边卷起白太褂的袖子一边向草薙走来，然后冲出了右手。  positive_prob: 0.205916  confidence: 0.542410  negative_prob: 0.794084  sentiment: 0.000000  
 原文:     “你还好吗？”  positive_prob: 0.348113  confidence: 0.226416  negative_prob: 0.651887  sentiment: 0.000000  
 原文:     “还好吧！”草薙握住了汤川的手。外表上看汤川是个温文尔雅的男子，其实他以前可是羽毛球队的王牌主力，草薙以前总和他练习对打，每次都是番苦战。今天他与草薙握手的力量又勾起了草薙对昔日的回忆。  positive_prob: 0.646554  confidence: 0.214564  negative_prob: 0.353446  sentiment: 2.000000  
 原文:     “还是什么时候来着？”握过手后草薙问道，意思是问两人多久没碰面了。  positive_prob: 0.065566  confidence: 0.854299  negative_prob: 0.934434  sentiment: 0.000000  
 原文:     “最后一次碰面是三年前的10月lO日。”汤川回答道，其口吻极其自信。  positive_prob: 0.034875  confidence: 0.922500  negative_prob: 0.965125  sentiment: 0.000000  
 原文:     “是吗？”  positive_prob: 0.243616  confidence: 0.458630  negative_prob: 0.756384  sentiment: 0.000000  
 原文:     “是在川本的结婚喜宴上呀！那是最后一次见面，别人都穿着黑色的礼服，只有草薙老兄你穿了件灰色的西服。”  positive_prob: 0.213632  confidence: 0.525262  negative_prob: 0.786368  sentiment: 0.000000  
 原文:     “啊！”草薙回想起那件事来了，不禁点了点头。的确如此，他看看汤川的脸庞，心想他的记忆力还是那样的出色。  positive_prob: 0.653598  confidence: 0.230217  negative_prob: 0.346402  sentiment: 2.000000  
 原文:     “在大学里待着怎么样？当了副教授，工作一定很辛苦吧！”草薙打量着朋友的一身白大褂问道。  positive_prob: 0.534541  confidence: 0.309181  negative_prob: 0.465459  sentiment: 1.000000  
 原文:     “没有什么特别大的变化，甚至对学生素质连年下降的现状，我也都已经习以为常了。”汤川的表情很真诚，看样子并不是在开玩笑。  positive_prob: 0.081774  confidence: 0.818279  negative_prob: 0.918226  sentiment: 0.000000  
 原文:     “好厉害嘛！”  positive_prob: 0.476318  confidence: 0.526356  negative_prob: 0.523682  sentiment: 1.000000  
 原文:     “和我比，”汤川说，“你才是真正的大忙人，特别是最近这两三天……”  positive_prob: 0.537818  confidence: 0.243630  negative_prob: 0.462181  sentiment: 1.000000  
 原文:     “这话什么意思？”  positive_prob: 0.185807  confidence: 0.587095  negative_prob: 0.814193  sentiment: 0.000000  
 原文:     “揣测了你的来意，才特意准备了刚才的东西来恭候你呀！”汤川手指着刚才那个微波炉。  positive_prob: 0.242733  confidence: 0.460592  negative_prob: 0.757267  sentiment: 0.000000  
 原文:     “你这么说，到底是什么意思呢？帮助是指……草薙一边说一边要摸那微波炉。  positive_prob: 0.173513  confidence: 0.614415  negative_prob: 0.826487  sentiment: 0.000000  
 原文:     “住手！它的电源还露在外面呢！”  positive_prob: 0.468151  confidence: 0.363021  negative_prob: 0.531849  sentiment: 1.000000  
 原文:     汤川慌忙把插头从旁边的插座里拔出来。微波炉的背板被卸下来了，还安上了一个草薙全然不知何物的东西。  positive_prob: 0.164639  confidence: 0.634136  negative_prob: 0.835361  sentiment: 0.000000  
 原文:     汤川打开微波炉的门，从中取出一个东西。那是一个放在金属烟灰缸里的灯泡。  positive_prob: 0.116176  confidence: 0.741831  negative_prob: 0.883824  sentiment: 0.000000  
 原文:     “这就是刚才那个魔术中的原形？”草薙认真地端详着汤川手里的东西，“看上去只是一只普通的灯泡啊！”  positive_prob: 0.170161  confidence: 0.621863  negative_prob: 0.829839  sentiment: 0.000000  
 原文:     “是啊，只不过是只灯泡。”汤川把它放在旁边的桌子上。“利用微波炉的电磁波所发生的感应电流，灯泡内部的氩气实现了等离子化，从而最终发光。不仅有紫色的光，还有绿色的，这或许是用于支撑灯丝的铜座上的铜离子也混杂进来了的缘故吧！”  positive_prob: 0.153922  confidence: 0.657952  negative_prob: 0.846078  sentiment: 0.000000  
 原文:     “等离子？这个就是等离子吗？”草薙问道。虽然根本就没明白汤川之前所说的那些话的意思，但他现在对等离子这个词却深谙于胸了。  positive_prob: 0.087060  confidence: 0.806534  negative_prob: 0.912940  sentiment: 0.000000  
 原文:     “对啊！”汤川坐到了旁边的椅子上，身体用力向后靠去，“现在你应该明白刚才我所说的意思了吧？草薙你应该就是想了解等离子的问题，才特意跑到这里来的吧！”  positive_prob: 0.083678  confidence: 0.814049  negative_prob: 0.916322  sentiment: 0.000000  
 原文:     “服了你了。”草薙摸着后脑勺，坐到了与汤川隔张桌子的另一侧的椅子上，“你是怎么知道的呢？”  positive_prob: 0.145617  confidence: 0.676406  negative_prob: 0.854383  sentiment: 0.000000  
 原文:     “这也不需要什么推理吧！”  positive_prob: 0.377725  confidence: 0.160611  negative_prob: 0.622275  sentiment: 0.000000  
 原文:     “那桩烧死人的事件在公众中反响很大。由于死了个人，所以很有可能要动用警事厅搜查科的草薙大警官了。这个时候的草薙难道会为了和我叙旧才忙里偷闲跑到这里来的吗？”  positive_prob: 0.123196  confidence: 0.726232  negative_prob: 0.876804  sentiment: 0.000000  
 原文:     如此轻易就被看穿了来意，草薙只好苦笑了一下。  positive_prob: 0.192020  confidence: 0.573290  negative_prob: 0.807980  sentiment: 0.000000  
 原文:     “这个嘛……”草薙噌噌地挠了挠脸。  positive_prob: 0.289901  confidence: 0.355775  negative_prob: 0.710099  sentiment: 0.000000  
 原文:     “还是先来杯咖啡吧。不过只有速溶的。”汤川站起身，开始用小炉子烧水。  positive_prob: 0.274883  confidence: 0.389150  negative_prob: 0.725117  sentiment: 0.000000  
 原文:     在他冲咖啡的时候，草薙又掏出了笔记本，重新看了下这个案件的概要。  positive_prob: 0.489999  confidence: 0.799977  negative_prob: 0.510001  sentiment: 1.000000  
 原文:     事实上警方也还没能确定这件事是否称得上是案件，或许它只是场意外事故而已。  positive_prob: 0.043109  confidence: 0.904203  negative_prob: 0.956891  sentiment: 0.000000  
 原文:     就目前所了解的事买，整理出来的结果如下：在一个叫花店路的不起艰的马路边发生了一起局部性火灾，靠近此处的五个伤亡的年轻人当中，一死，其余分别负轻重伤。事故现场充满了汽油味，从火灾现场找到了一个被认为是用于装汽油的红色塑料桶。据此，太家都觉得它里面的汽油一定是被什么点燃了。但是为为什么那里会有这种东西呢，原因不明。年轻人都声称绝对不是自己放的火，而且对塑料桶的事情也一无所知。  positive_prob: 0.875323  confidence: 0.722939  negative_prob: 0.124677  sentiment: 2.000000  
 原文:     那么为什么会发生火灾呢？  positive_prob: 0.350001  confidence: 0.222220  negative_prob: 0.649999  sentiment: 0.000000  
 原文:     等离子理论学说已经被部分媒体报道出来了。它说的是在气象条件允许的情况下，伴随着强光高温，利甩空气中的气态物质所产生的感应电流的流动，可以生成火球一般的等离子。这次事故或许也是由于等离子把塑料桶中的汽油点燃了才导致的吧。之所以这么推断，是因为的确有很多用等离子学说来解释的异常现象。这些奇怪的现象与其说是鬼魂作怪或是超能力所致，警察似乎更容易接受等离子学说。因此，想亲自调查下等离子问题的草薙就特意来拜访大学时代的好友汤川了。  positive_prob: 0.024969  confidence: 0.944512  negative_prob: 0.975031  sentiment: 0.000000  
 原文:     汤川拿着两杯咖啡回来了。两个杯子都不怎么精致，好像是什么东西的赠品。一眼就可以看出来，杯子没有洗干净。尽管如此，草薙还是说了声“谢谢”，装作享受美味的样子喝了口咖啡。  positive_prob: 0.574030  confidence: 0.053399  negative_prob: 0.425970  sentiment: 2.000000  
 原文:     “你是怎么想的呢？”草薙把杯子放到桌上开口问道。  positive_prob: 0.114691  confidence: 0.745130  negative_prob: 0.885309  sentiment: 0.000000  
 原文:     “什么怎么想的？”  positive_prob: 0.154979  confidence: 0.655602  negative_prob: 0.845021  sentiment: 0.000000  
 原文:     “就是关于那个案件——花店路的火灾，你是怎么想的？从你给我演示的那个实验来看，你也认为是等离子吗？”  positive_prob: 0.217632  confidence: 0.516374  negative_prob: 0.782368  sentiment: 0.000000  
 原文:     “我之所以做这个实验，是因为报纸上记载了等离子学说，而我想草薙兄你也一定对此很感兴趣。就我个人而言，目前没有任何意见和看法，可能是等离子，也可能不是，毕竟现在什么资料都没有，所以无法做任何假设。”  positive_prob: 0.147128  confidence: 0.673048  negative_prob: 0.852872  sentiment: 0.000000  
 原文:     “那么你对这个案子了解到什么程度了呢？”草薙问。  positive_prob: 0.235707  confidence: 0.476208  negative_prob: 0.764293  sentiment: 0.000000  
 原文:     “也就是报纸上记载的那个程度吧。也就是，”汤川喝了口咖啡，接着说，“道路边放了个汽油罐，突然起火了，旁边的年轻人被烧了——就这么多。”  positive_prob: 0.308644  confidence: 0.314124  negative_prob: 0.691356  sentiment: 0.000000  
 原文:     “根据这些了解，你能做出推理吗？”  positive_prob: 0.383124  confidence: 0.148612  negative_prob: 0.616875  sentiment: 0.000000  
 原文:     听了草薙的话，汤川忍不住笑了起来。  positive_prob: 0.739887  confidence: 0.421971  negative_prob: 0.260113  sentiment: 2.000000  
 原文:     “少胡说八道了，问题的关键是从火灾现场发现了什么。如果不仔细调查现场，根本就无法推测原因，就连消防队的那些人也会这么说的。”  positive_prob: 0.046839  confidence: 0.895914  negative_prob: 0.953161  sentiment: 0.000000  
 原文:     “火灾现场只发现了一个塑料桶，真的只有这么一个物证。”  positive_prob: 0.207724  confidence: 0.538392  negative_prob: 0.792276  sentiment: 0.000000  
 原文:     “桶里就没有什么特殊装置吗？新闻记者也是这么问的。”  positive_prob: 0.207107  confidence: 0.539763  negative_prob: 0.792893  sentiment: 0.000000  
 原文:     “你觉得消防员所说的那些事情我们就没有想到吗？经过了极其认真的分析鉴别，我们真的没有发现任何内部装置。”  positive_prob: 0.121733  confidence: 0.729483  negative_prob: 0.878267  sentiment: 0.000000  
 原文:     “深表同情呀！”  positive_prob: 0.499065  confidence: 0.981291  negative_prob: 0.500935  sentiment: 1.000000  
 原文:     “你就别挖苦我了，我是真的想从你这里取点真经啊！”  positive_prob: 0.332246  confidence: 0.261676  negative_prob: 0.667754  sentiment: 0.000000  
 原文:     看到草薙的表情那么真诚，汤川微微耸了耸肩，然后露出灿烂的笑容。  positive_prob: 0.396226  confidence: 0.119497  negative_prob: 0.603774  sentiment: 0.000000  
 原文:     “我告诉你点有趣的事情吧。美国曾对发现UF0的目击者的话进行了彻底分析，发现90％以上的人都是把什么别的物体错看成UF0了，其中很多人都是把金星，甚至月亮看作了UFO.”  positive_prob: 0.311968  confidence: 0.306737  negative_prob: 0.688032  sentiment: 0.000000  
 原文:     “你想说什么呢？”  positive_prob: 0.192612  confidence: 0.571973  negative_prob: 0.807388  sentiment: 0.000000  
 原文:     “幽灵的真实面目往往是出人意料的。有一个装满汽油的塑料桶，它附近又有几个没有成人那种辩别能力的青少年。如果说其中有人对塑料桶放火，这不也是一种合理的猜测吗？”  positive_prob: 0.281038  confidence: 0.375470  negative_prob: 0.718961  sentiment: 0.000000  
 原文:     草薙瞪大了双眼。  positive_prob: 0.266065  confidence: 0.408745  negative_prob: 0.733935  sentiment: 0.000000  
 原文:     “那些家伙撒了谎，也许点着汽油的就是他们自己呢！可能他们还做好了被烧成重伤的准备。”  positive_prob: 0.308943  confidence: 0.313460  negative_prob: 0.691057  sentiment: 0.000000  
 原文:     “不清楚是否是故意纵火，安放塑料桶的也可能另有其人。年轻人或许也并不知道这其中有汽油，不过也没有证据能证明不是他们所为。他们可能都吸烟吧，那么他们就应该有打走火机。”  positive_prob: 0.060844  confidence: 0.864792  negative_prob: 0.939156  sentiment: 0.000000  
 原文:     听了汤川的这番话，草薙不禁皱起了眉头。  positive_prob: 0.546721  confidence: 0.065589  negative_prob: 0.453279  sentiment: 1.000000  
 原文:     “你可别说让我泄气的话啦，真受不了，你和我们的科长一样。”  positive_prob: 0.169557  confidence: 0.623208  negative_prob: 0.830443  sentiment: 0.000000  
 原文:     “噢？搜查一科的科长也是这么说的？”  positive_prob: 0.436101  confidence: 0.030886  negative_prob: 0.563899  sentiment: 0.000000  
 原文:     “他说就是那些淘气包们放火惹的祸，可能这就是事故的真正原因。”  positive_prob: 0.467168  confidence: 0.343366  negative_prob: 0.532832  sentiment: 1.000000  
 原文:     “就是嘛，这确实也合情合理，无可非议啊！”  positive_prob: 0.598971  confidence: 0.108824  negative_prob: 0.401029  sentiment: 2.000000  
 原文:     “如果你还是坚持这种保守意见的话，我就给你透露点新情报。”草薙一边说一边从上衣兜里往外掏东西。  positive_prob: 0.229822  confidence: 0.489284  negative_prob: 0.770178  sentiment: 0.000000  
 原文:     “不能说保守，是常识。那是什么？看起来像个小型录音机。”  positive_prob: 0.189687  confidence: 0.578473  negative_prob: 0.810313  sentiment: 0.000000  
 原文:     “这是对其中一个青年问话时的录音。由于他被火烧伤了，所呲张嘴说话很困难。但是他头脑还是很清醒的，你听听吧！”  positive_prob: 0.259319  confidence: 0.423735  negative_prob: 0.740681  sentiment: 0.000000  
 原文:     草薙随后按下开关，录音机里传来了微弱的说话声，他随手调大了音量。  positive_prob: 0.141393  confidence: 0.685793  negative_prob: 0.858607  sentiment: 0.000000  
 原文:     开始是简单的身份确认。青年名叫向井和彦，今年十九岁。然后进入了正题，草薙开始提问了。  positive_prob: 0.539196  confidence: 0.216086  negative_prob: 0.460804  sentiment: 1.000000  
 原文:     “我想知道着火时的情况。在着火之前，周围有没有什么异常变化呢？”  positive_prob: 0.438226  confidence: 0.026164  negative_prob: 0.561774  sentiment: 0.000000  
 原文:     “异常？”  positive_prob: 0.328929  confidence: 0.269048  negative_prob: 0.671071  sentiment: 0.000000  
 原文:     “什么都可以  比如你做了些什么？”  positive_prob: 0.209598  confidence: 0.534228  negative_prob: 0.790402  sentiment: 0.000000  
 原文:     “我，我啊，我好像是在抽烟，在听良介说话。”  positive_prob: 0.652477  confidence: 0.227727  negative_prob: 0.347523  sentiment: 2.000000  
 原文:     “其余的伙伴呢？他们在做什么？”  positive_prob: 0.277505  confidence: 0.383323  negative_prob: 0.722495  sentiment: 0.000000  
 原文:     “没什么特别的，当然也都是在听良介说啦。然后就突然着火了，太可怕了，可把我吓死了。”  positive_prob: 0.230975  confidence: 0.486722  negative_prob: 0.769025  sentiment: 0.000000  
 原文:     “是塑料桶着火了？”  positive_prob: 0.336623  confidence: 0.251948  negative_prob: 0.663377  sentiment: 0.000000  
 原文:     “不是……是良介……是良介的头。”  positive_prob: 0.231546  confidence: 0.485454  negative_prob: 0.768454  sentiment: 0.000000  
 原文:     “头？”  positive_prob: 0.314775  confidence: 0.300501  negative_prob: 0.685225  sentiment: 0.000000  
 原文:     “头发，从他后脑勺的头发里突然间蹿出了火苗。然后他就突然倒地了……看得我们都傻了。不一会儿，也就转瞬间，我们也都被火焰吞没了……然后我就失去了知觉。”  positive_prob: 0.131993  confidence: 0.706682  negative_prob: 0.868007  sentiment: 0.000000  
 原文:     “等一下，你是不是弄反了，难道不是你们先被火包围，然后朋友的头才开始着火的吗？”  positive_prob: 0.039051  confidence: 0.913220  negative_prob: 0.960949  sentiment: 0.000000  
 原文:     “不，不是的，是他的头先着火的，是良介的头先开始着的火。”  positive_prob: 0.236030  confidence: 0.475489  negative_prob: 0.763970  sentiment: 0.000000  
 原文:     听到这里，草薙按下了录音机的开关键。  positive_prob: 0.460634  confidence: 0.212674  negative_prob: 0.539366  sentiment: 1.000000  
 原文:     “怎么样？”他看了眼汤川。  positive_prob: 0.338518  confidence: 0.247738  negative_prob: 0.661482  sentiment: 0.000000  
 原文:     不知何时汤川已经用手托起了腮，但是这一动作并不代表他觉得听这些很无聊。眼镜后面深邃的目光已经暗示了一切。  positive_prob: 0.442223  confidence: 0.017283  negative_prob: 0.557777  sentiment: 0.000000  
 原文:     “是头着火了！”  positive_prob: 0.375578  confidence: 0.165381  negative_prob: 0.624422  sentiment: 0.000000  
 原文:     “听起来是这样的。”  positive_prob: 0.392112  confidence: 0.128640  negative_prob: 0.607888  sentiment: 0.000000  
 原文:     草薙发现汤川重新开始对这个案件感兴趣了，内心暗自高兴，伸手掏出了烟盒。但就在他刚要往外拿烟的时候，汤川默不作声地指了指贴在墙壁上的警戒语，上面写着“禁烟  别让你脑部的血液循环更加恶化”。草薙很扫兴地把烟盒收起来，放进了口袋。  positive_prob: 0.022322  confidence: 0.950395  negative_prob: 0.977678  sentiment: 0.000000  
 原文:     “头？先着火？！”汤川抱起了胳膊。  positive_prob: 0.346815  confidence: 0.229299  negative_prob: 0.653185  sentiment: 0.000000  
 原文:     “像火柴一样，只是头先着火。”他低声念叨着，“魔术里也没有这么着火的，连街头表演吹火的艺人们也做不到头先着火啊。”  positive_prob: 0.278313  confidence: 0.381527  negative_prob: 0.721687  sentiment: 0.000000  
 原文:     “但的确是头起火了，”草薙举着拳头说，“是头部先开始燃烧的。”  positive_prob: 0.234101  confidence: 0.479777  negative_prob: 0.765899  sentiment: 0.000000  
 原文:     “尸体呈什么状态？只有头部被烧了吗？”  positive_prob: 0.053208  confidence: 0.881760  negative_prob: 0.946792  sentiment: 0.000000  
 原文:     “很遗憾，他倒下之后好像就被火焰吞噬了，全身都被烧焦了，无法判断是从哪里先起火的。”汤川又嘀咕了些什么，忽然像想起了什么似的看了眼草薙.“那么你们那个逻辑思维很棒的科长是怎么看待这一点的呢？”  positive_prob: 0.225451  confidence: 0.498997  negative_prob: 0.774548  sentiment: 0.000000  
 原文:     “他说这或许是证人的错觉。是由于惊慌失措导致记忆混乱而胡胡言乱语。但是，之后我又询问了其他青年，发现他们竟然口径一致地说，那个叫良介的确实是头最先着火的。”  positive_prob: 0.189276  confidence: 0.579386  negative_prob: 0.810724  sentiment: 0.000000  
 原文:     “原来是这样，”汤川点了点头，然后从椅子上站了起来，“那咱们去看看吧！”  positive_prob: 0.360248  confidence: 0.199449  negative_prob: 0.639752  sentiment: 0.000000  
 原文:     “去哪里？”  positive_prob: 0.353724  confidence: 0.213948  negative_prob: 0.646276  sentiment: 0.000000  
 原文:     “当然是去发生怪事的现场啦！”  positive_prob: 0.572961  confidence: 0.051025  negative_prob: 0.427039  sentiment: 2.000000  
 原文:     草薙盯着汤川的脸看了一下，激动地站了起来：“OK，我带路。”  positive_prob: 0.610368  confidence: 0.134151  negative_prob: 0.389632  sentiment: 2.000000  
 原文:     4  positive_prob: 0.483398  confidence: 0.667959  negative_prob: 0.516602  sentiment: 1.000000  
 原文:     即使在白天，事故现场T字形路口的车流量也很小，幸好如此。所以在这并不宽敞的道路上，草薙可以毫无顾忌地停放自己那辆尼桑阳光跑车。  positive_prob: 0.684234  confidence: 0.298298  negative_prob: 0.315766  sentiment: 2.000000  
 原文:     事故现场那台饮料自动售货机的下半部分也被烧黑了，它还原封不动地像被展览似的放在那里，上面贴了张”故障中”的纸条。  positive_prob: 0.062022  confidence: 0.862173  negative_prob: 0.937978  sentiment: 0.000000  
 原文:     “有‘故障中’这种说法吗？”汤川看着纸条，小声地问道。  positive_prob: 0.255047  confidence: 0.433228  negative_prob: 0.744953  sentiment: 0.000000  
 原文:     “只说‘故障’，意思不就已经表达清楚了吗？”汤川又说。  positive_prob: 0.026627  confidence: 0.940830  negative_prob: 0.973373  sentiment: 0.000000  
 原文:     “根据那些青年的证言，”草薙全然不在意汤川的话，独自解说起来，“死者山下良介所站的位置好像就在这儿。”然后他站到距离自动售货机两米左右的地方。  positive_prob: 0.815672  confidence: 0.590382  negative_prob: 0.184328  sentiment: 2.000000  
 原文:     “死者是面朝哪个方向站着的？”汤川问道。  positive_prob: 0.301212  confidence: 0.330640  negative_prob: 0.698788  sentiment: 0.000000  
 原文:     “应该是面朝自动售货机的方向吧。因为其他几个年轻人把他围在了中间。据说有两个人坐在椅子上，另两个人站在摩托车的旁边。”  positive_prob: 0.376823  confidence: 0.162616  negative_prob: 0.623177  sentiment: 0.000000  
 原文:     “装了汽油的塑料桶放在哪里啊？”  positive_prob: 0.293334  confidence: 0.348147  negative_prob: 0.706666  sentiment: 0.000000  
 原文:     “就放在自动售货机的旁边，下面还摞起了四个装啤酒的箱子。据向井和彦的证言说，当时好像是用报纸包着的。”  positive_prob: 0.599839  confidence: 0.110753  negative_prob: 0.400161  sentiment: 2.000000  
 原文:     “啤酒箱。”汤川环视了四周问道，“怎么会有那样的东西呢？”  positive_prob: 0.216736  confidence: 0.518364  negative_prob: 0.783264  sentiment: 0.000000  
 原文:     “这点是疑点之一。”草薙指着路东的方向，“看！能看到那个酒馆的招牌吧，我猜就是从那里拿出来的。”  positive_prob: 0.266389  confidence: 0.408023  negative_prob: 0.733611  sentiment: 0.000000  
 原文:     “那酒馆的人怎么说呢？”  positive_prob: 0.213621  confidence: 0.525286  negative_prob: 0.786379  sentiment: 0.000000  
 原文:     “根本没有一点线索。”  positive_prob: 0.109713  confidence: 0.756194  negative_prob: 0.890287  sentiment: 0.000000  
 原文:     “是嘛！”汤川走到自动售货机的旁边，把右手水平地放在胸前，“四个啤酒箱摞在一起，大概就这么高吧！”  positive_prob: 0.215939  confidence: 0.520136  negative_prob: 0.784061  sentiment: 0.000000  
 原文:     “差不多。”  positive_prob: 0.447407  confidence: 0.005762  negative_prob: 0.552593  sentiment: 0.000000  
 原文:     “这么说塑料桶就放在这上面？”  positive_prob: 0.288593  confidence: 0.358682  negative_prob: 0.711407  sentiment: 0.000000  
 原文:     “嗯。”  positive_prob: 0.483385  confidence: 0.667708  negative_prob: 0.516615  sentiment: 1.000000  
 原文:     “那么，”汤川向前走了大概两米，“被烧死的青年就站在这个位置，面朝着自动售货机的方向？”  positive_prob: 0.277309  confidence: 0.383757  negative_prob: 0.722691  sentiment: 0.000000  
 原文:     “就像你说的那样。”  positive_prob: 0.324485  confidence: 0.278923  negative_prob: 0.675515  sentiment: 0.000000  
 原文:     “原来如此！”  positive_prob: 0.452201  confidence: 0.044027  negative_prob: 0.547799  sentiment: 1.000000  
 原文:     汤川抱着胳膊在自动售货机旁踱着步，草薙担心这个时候说话会打扰他，只好默默地瞧着他。  positive_prob: 0.730675  confidence: 0.401499  negative_prob: 0.269325  sentiment: 2.000000  
 原文:     过了一会儿，物理学研究室的年轻副教授终于停下了脚步，抬起头。  positive_prob: 0.680545  confidence: 0.290100  negative_prob: 0.319455  sentiment: 2.000000  
 原文:     “这和等离子无关。”  positive_prob: 0.324963  confidence: 0.277859  negative_prob: 0.675037  sentiment: 0.000000  
 原文:     “哦？何以见得？”  positive_prob: 0.426518  confidence: 0.052182  negative_prob: 0.573482  sentiment: 0.000000  
 原文:     “草薙！关于这个案件你是怎么想的？是有人故意所为呢，还是只是一件普通的突发事故？你觉得是哪种？”  positive_prob: 0.090484  confidence: 0.798924  negative_prob: 0.909516  sentiment: 0.000000  
 原文:     “正因为我不知道，才来找你商量的啊！”草薙皱紧省头，搔了搔头，表情又严肃起来，“我觉得是故意所为。”  positive_prob: 0.260262  confidence: 0.421640  negative_prob: 0.739738  sentiment: 0.000000  
 原文:     “根据是什么呢？”  positive_prob: 0.428404  confidence: 0.047991  negative_prob: 0.571596  sentiment: 0.000000  
 原文:     当然是那个装了汽油的塑料桶啦，很难想象这只是有人随意所为，我总觉得是什么人为了出这样的事故才有意放在那儿的。”  positive_prob: 0.506382  confidence: 0.872369  negative_prob: 0.493618  sentiment: 1.000000  
 原文:     “我也有同感，那么下一步我们所要考虑的是，凶手到底是如何制造这起事故的？我敢断言，没有留下其他任何痕迹，因为能够引起塑料桶燃烧的等离子现象可以在任何条件下发生，这是根本不能实现的。”  positive_prob: 0.059169  confidence: 0.868514  negative_prob: 0.940831  sentiment: 0.000000  
 原文:     “但是，你刚才不是给我演示了等离子吗？”  positive_prob: 0.087642  confidence: 0.805241  negative_prob: 0.912358  sentiment: 0.000000  
 原文:     “当然，如果能把整个事故现场都放进微波炉中，那就另当别论啦！”汤川皮笑肉不笑地对草薙说。  positive_prob: 0.403546  confidence: 0.103231  negative_prob: 0.596454  sentiment: 0.000000  
 原文:     “如果不是等离子，那么到底是什么呢？”  positive_prob: 0.116787  confidence: 0.740474  negative_prob: 0.883213  sentiment: 0.000000  
 原文:     “目前还无法断言是什么。”汤川用右手的食指按了按太阳穴，“青年的头部起火是问题的关键所在。头部竟然会比塑料桶先燃起来！”  positive_prob: 0.051911  confidence: 0.884642  negative_prob: 0.948089  sentiment: 0.000000  
 原文:     “这话应该是可信的吧！”  positive_prob: 0.376592  confidence: 0.163129  negative_prob: 0.623408  sentiment: 0.000000  
 原文:     “这话是事实。”  positive_prob: 0.347972  confidence: 0.226729  negative_prob: 0.652028  sentiment: 0.000000  
 原文:     “噢？我想听听你是根据什么说的？”  positive_prob: 0.504426  confidence: 0.911481  negative_prob: 0.495574  sentiment: 1.000000  
 原文:     “如果是塑料桶先着火，火焰随后再蹿到青年的头上的话，那么和头比起来，脸不是应该先被烧坏吗？因为死者是面朝着自动售货机站着的，对吧？正因为燃烧的位置是后脑勺，所以可以断定火是从头发开始燃烧的，只是为什么燃烧的位置是和睑相反的后脑勺呢？”  positive_prob: 0.540703  confidence: 0.185932  negative_prob: 0.459297  sentiment: 1.000000  
 原文:     草薙不禁“啊”地喊了一声，心想听他这么一说，还真是如此呢！  positive_prob: 0.111571  confidence: 0.752064  negative_prob: 0.888429  sentiment: 0.000000  
 原文:     “我以为，先是青年的头着火，然后才是塑料桶着火。既然能起火，那就一定是受热了。究竟是什么热量，依次传向了青年的头和塑料桶呢？这么大的热量，其他青年应该也能感受得到呀。可是据你所说，其他青年在塑料桶里的汽油着火之前并没有感受到特别的热。”  positive_prob: 0.489918  confidence: 0.798366  negative_prob: 0.510082  sentiment: 1.000000  
 原文:     “的确如此。”  positive_prob: 0.439060  confidence: 0.024311  negative_prob: 0.560940  sentiment: 0.000000  
 原文:     “为什么能够进行这种局部加热呢？”汤川左手叉在腰上，右手托住下巴陷入了沉思。  positive_prob: 0.140234  confidence: 0.688368  negative_prob: 0.859766  sentiment: 0.000000  
 原文:     “帝都大学的年轻副敦授也束手无策了吗？”  positive_prob: 0.273883  confidence: 0.391372  negative_prob: 0.726117  sentiment: 0.000000  
 原文:     “首先有件必须考虑的事情。”汤川说完这话，往那条从事故现场向南延展的马路望去，可是马上又摇了摇头说，“难难说……”  positive_prob: 0.101578  confidence: 0.774271  negative_prob: 0.898422  sentiment: 0.000000  
