原文: 　　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000   
 原文: 　　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000   
 原文: 　　“要调查电话是从哪边打来的可难了。”  positive_prob: 0.132209  confidence: 0.706202  negative_prob: 0.867791  sentiment: 0.000000  
 原文: 　　“啊，这样吗？因为反侦测的关系？”  positive_prob: 0.230192  confidence: 0.488461  negative_prob: 0.769808  sentiment: 0.000000  
 原文: 　　“不过，”他说，“要调查打到哪儿去却是轻而易举。譬如这次，我们去查日高先生当天打电话去哪里就好了。”  positive_prob: 0.206725  confidence: 0.540610  negative_prob: 0.793275  sentiment: 0.000000  
 原文: 　　“那，你们查过了吗？”  positive_prob: 0.117854  confidence: 0.738102  negative_prob: 0.882146  sentiment: 0.000000  
 原文: 　　“嗯，查过了。”加贺刑警点了点头。  positive_prob: 0.470109  confidence: 0.402173  negative_prob: 0.529891  sentiment: 1.000000  
 原文: 　　“喔，结果呢？”  positive_prob: 0.399948  confidence: 0.111226  negative_prob: 0.600052  sentiment: 0.000000  
 原文: 　　“通联纪录显示，六点十三分确实有电话接到您的府上。”  positive_prob: 0.260732  confidence: 0.420596  negative_prob: 0.739268  sentiment: 0.000000  
 原文: 　　“嗯……本来就该这样，因为确实有电话进来。”嘴里还答应着的我却越发恐惧。加贺刑警已经看过通联纪录，却还是没有排除我涉案的可能，可见他必定发觉是我布下的局。  positive_prob: 0.129060  confidence: 0.713199  negative_prob: 0.870940  sentiment: 0.000000  
 原文: 　　加贺刑警站了起来，把无线电话放回原位，不过这次他没再坐回沙发里。  positive_prob: 0.423900  confidence: 0.058000  negative_prob: 0.576100  sentiment: 0.000000  
 原文: 　　“日高先生当天一完成稿子，应该就会马上传送出去。可是在他的工作室里却看不到传真机，为什么？这点老师你应该很清楚。”  positive_prob: 0.545021  confidence: 0.099584  negative_prob: 0.454979  sentiment: 1.000000  
 原文: 　　不知道，我本想这么说，却依然保持着沉默。  positive_prob: 0.636037  confidence: 0.191194  negative_prob: 0.363962  sentiment: 2.000000  
 原文: 　　加贺刑警说了：“因为可以藉由电脑直接传送，你是知道的。”  positive_prob: 0.592559  confidence: 0.094576  negative_prob: 0.407441  sentiment: 2.000000  
 原文: 　　“是听说过。”我简短回答。  positive_prob: 0.280843  confidence: 0.375905  negative_prob: 0.719157  sentiment: 0.000000  
 原文: 　　“还真方便，手边不需留下任何的纸张。原本日高打算到加拿大后，就要开始使用电子邮件，所以事先做了准备——他是这么跟编辑说的。这样一来，好像连电话费也省了。”  positive_prob: 0.579983  confidence: 0.066628  negative_prob: 0.420017  sentiment: 2.000000  
 原文: 　　“太复杂的事我可不懂，我对电脑不熟。可以不用列印，直接传送，我也只是听日高说过而已。”  positive_prob: 0.101869  confidence: 0.773625  negative_prob: 0.898131  sentiment: 0.000000  
 原文: 　　“电脑一点都不难，谁都会用，而且它还有很多方便的功能。你可以同时传信给很多人，也可以把收件人的住址登录起来，还有……”他停顿了一下，俯视着我继续说道，“只要事先设定好，它就会在指定的时间把信传出去。”  positive_prob: 0.913700  confidence: 0.808222  negative_prob: 0.086300  sentiment: 2.000000  
 原文: 　　“你是想说我使用了这种功能？”  positive_prob: 0.189461  confidence: 0.578975  negative_prob: 0.810539  sentiment: 0.000000  
 原文: 　　他没有回答我的问题，大概是觉得没有回答的必要。  positive_prob: 0.442086  confidence: 0.017587  negative_prob: 0.557914  sentiment: 0.000000  
 原文: 　　“关于灯光的事，我们相当重视。”他说，“老师您说到日高家时，屋里是全暗的。我之前也曾经提过，我无法理解凶嫌既然要制造没人在家的假象，又为何单单让电脑开着。后来我终于明白，因为电脑是让计划成功的重要道具，所以它必须开着。老师您将日高杀了之后，就立刻忙着制造不在场证明。说得具体一点，您让电脑启动，从中叫出适当的文件，然后设定此份文件于六点十三分以传真的方式传送到这间屋子。接着，您把屋内的灯全关了，这是为了之后的行动所做的必要措施。因为您必须让人以为，您是在晚上八点再度来到日高家后，发现灯全暗着，以为对方不在家，才打电话给住在饭店的理惠夫人。如果那时房里的灯亮着，照理说在打电话去饭店前，一般人都会先到窗口去查看一下，为了避免让人起疑，您尽可能安排成是和理惠夫人一起发现了尸体。”  positive_prob: 0.041428  confidence: 0.907938  negative_prob: 0.958572  sentiment: 0.000000  
 原文: 　　一口气说完后，加贺刑警停顿了一下，他大概以为我会反驳或解释吧，可是我什么都没说。  positive_prob: 0.562375  confidence: 0.027500  negative_prob: 0.437625  sentiment: 2.000000  
 原文: 　　“老师，您连电脑的萤幕保护画面都考虑到了吧？”他继续解说下去，“我之前也说过，电脑萤幕透出的光其实蛮亮的。可是，您不得不让电脑的主机开着，就算这样，单把萤幕关掉不就结了，不过这样做反而更加危险。发现尸体的时候，理惠夫人也会在旁边，如果她注意到主机开着，萤幕却一片漆黑的话，恐怕这将成为警方识破整个布局的导火线。”  positive_prob: 0.080260  confidence: 0.821643  negative_prob: 0.919739  sentiment: 0.000000  
 原文: 　　我试着吞咽口水，无奈喉咙一片干涩，竟无法做到。我对加贺刑警的明察秋毫深感惶恐，他神能地推测出我当时心中的想法，简直太完美了。  positive_prob: 0.209372  confidence: 0.534730  negative_prob: 0.790628  sentiment: 0.000000  
 原文: 　　我试着吞咽口水，无奈喉咙一片干涩，竟无法做到。我对加贺刑警的明察秋毫深感惶恐，他神能地推测出我当时心中的想法，简直太完美了。  positive_prob: 0.209372  confidence: 0.534730  negative_prob: 0.790628  sentiment: 0.000000  
 原文: 　　加贺刑警不知打何时起已经不称我为“老师”，而直接改叫“你”了。不过这也没什么好在意的，这样反倒比较适合这种场面。  positive_prob: 0.139684  confidence: 0.689591  negative_prob: 0.860316  sentiment: 0.000000  
 原文: 　　“我觉得你的布局很完美，不像是短时间内想出来的。不过，有一点小小的瑕疵。”  positive_prob: 0.642846  confidence: 0.206324  negative_prob: 0.357154  sentiment: 2.000000  
 原文: 　　瑕疵？是什么呢？我心想。  positive_prob: 0.275774  confidence: 0.387169  negative_prob: 0.724226  sentiment: 0.000000  
 原文: 　　他说：“日高家的电话。如果日高真的曾经打电话过来，只要按下重播键，电话就会再次接通了。”  positive_prob: 0.338224  confidence: 0.248390  negative_prob: 0.661776  sentiment: 0.000000  
 原文: 　　啊！我在心里叫道。  positive_prob: 0.611589  confidence: 0.136865  negative_prob: 0.388411  sentiment: 2.000000  
 原文: 　　“不过重播的电话却不是接来这里，而是接到加拿大的温哥华。根据理惠夫人的证词，案发当天的清晨六点，日高本人曾打过电话，重播后连到的号码应该就是当时留下来的。当然也有可能是相反的情况，日高先打电话到这里，然后又想打电话去加拿大，于是他拨好号码，却在接通前把电话挂了。不过会考虑到时差，特地起个大早打电话的人，应该不会忘记当时加拿大正值深夜吧？这是我们的看法。”  positive_prob: 0.451045  confidence: 0.020900  negative_prob: 0.548955  sentiment: 1.000000  
 原文: 　　然后加贺刑警以一句“我说完了”作为总结。  positive_prob: 0.153599  confidence: 0.658669  negative_prob: 0.846401  sentiment: 0.000000  
 原文: 　　接下来是一阵短暂的沉默，加贺刑警在等待我的反应吧？可是，我的脑袋空转着，挤不出半句话来。  positive_prob: 0.128688  confidence: 0.714027  negative_prob: 0.871312  sentiment: 0.000000  
 原文: 　　“你不提出辩解吗？”他颇为意外地问道。  positive_prob: 0.161862  confidence: 0.640307  negative_prob: 0.838138  sentiment: 0.000000  
 原文: 　　这时我慢慢地抬起头来，和加贺刑警四目相对。他的目光虽然锐利，却不阴险，那不是警察面对嫌疑犯的眼神，我稍稍感到放松。  positive_prob: 0.414596  confidence: 0.078675  negative_prob: 0.585404  sentiment: 0.000000  
 原文: 　　“那么原稿你们怎么说？日高电脑里的《冰之扉》连载。如果刚刚你的推理都是正确的，那他是什么时候写的稿子？”  positive_prob: 0.135214  confidence: 0.699525  negative_prob: 0.864786  sentiment: 0.000000  
 原文: 　　听我一说，加贺刑警抿紧双唇，望向天花板。他并非无话可答，而是在想要怎么回答较好的样子。  positive_prob: 0.294067  confidence: 0.346517  negative_prob: 0.705933  sentiment: 0.000000  
 原文: 　　终于，他开了口：“我的看法有两种。其一，事实上那些稿子是日高之前就写好的了，而你知道了这点，应用它作为制造不在场证明的工具。”  positive_prob: 0.822801  confidence: 0.606225  negative_prob: 0.177199  sentiment: 2.000000  
 原文: 　　“其二呢？”  positive_prob: 0.386102  confidence: 0.141995  negative_prob: 0.613898  sentiment: 0.000000  
 原文: 　　“其二，”他的视线移回我的脸上，“那些稿子是你写的。那天你身上带着存有原稿的磁片，为了制作不在场证明，你临时把它存进日高的电脑里。”  positive_prob: 0.413257  confidence: 0.081651  negative_prob: 0.586743  sentiment: 0.000000  
 原文: 　　“真是大胆的假设。”我试着堆起笑容，无奈两颊僵硬，无法动弹。  positive_prob: 0.367730  confidence: 0.182822  negative_prob: 0.632270  sentiment: 0.000000  
 原文: 　　“那份稿子我请聪明社的山边先生看过了。山边先生认为那明显是别人写的。文体略为不同，换行的方式也不一样，光就形式而言就有很多差异。”  positive_prob: 0.580491  confidence: 0.067759  negative_prob: 0.419509  sentiment: 2.000000  
 原文: 　　“你的意思是……”我声音已经沙哑，试着轻咳几下，“我一开始就打算杀他，所以把稿子先准备好了？”  positive_prob: 0.230857  confidence: 0.486984  negative_prob: 0.769143  sentiment: 0.000000  
 原文: 　　“不，我不觉得是这样。如果事先早有计划，应该把文体或形式模仿得更像才对，那并非什么困难的事。而且从凶器是纸镇，又临时叫大岛先生过来充当不在场证明的证人来看，这一切应该是临时起意的。”  positive_prob: 0.024958  confidence: 0.944538  negative_prob: 0.975042  sentiment: 0.000000  
 原文: 　　“那，我事先写好稿子又要做何解释？”  positive_prob: 0.183663  confidence: 0.591860  negative_prob: 0.816337  sentiment: 0.000000  
 原文: 　　“问题就出在这里。为什么你会有《冰之扉》的原稿呢？不，应该说为什么从以前你就在写那份稿子呢？我个人对这点非常感兴趣，我觉得这里面就藏着你杀害日高邦彦的动机。”  positive_prob: 0.337185  confidence: 0.250700  negative_prob: 0.662815  sentiment: 0.000000  
 原文: 　　我闭上眼睛，避免自己情绪失控。  positive_prob: 0.599889  confidence: 0.110865  negative_prob: 0.400111  sentiment: 2.000000  
 原文: 　　“你所说的全部是想像的吧？你根本没有任何证据。”  positive_prob: 0.047601  confidence: 0.894219  negative_prob: 0.952399  sentiment: 0.000000  
 原文: 　　“没错，所以我才想搜查这间屋子。话都说到这里了，你应该知道我们想搜出什么东西吧？”见我不发一语，他说了，“磁片，那张存有原稿的磁片。说不好那份原稿还留在你文字处理机的硬碟里，不，八成还留着。如果那是为预谋犯罪而准备的，应该会被立刻处理掉，不过，我不认为是这样。那份原稿，你肯定还收着。”  positive_prob: 0.023113  confidence: 0.948637  negative_prob: 0.976887  sentiment: 0.000000  
 原文: 　　我抬起头，加贺清澄的眼睛正对着我瞧。不知为何，我竟能平心静气地接受他的审视。我冥想片刻，让心情平复下来。  positive_prob: 0.711768  confidence: 0.359485  negative_prob: 0.288232  sentiment: 2.000000  
 原文: 　　“找到要找的东西，你们就会逮捕我吗？”  positive_prob: 0.324132  confidence: 0.279707  negative_prob: 0.675868  sentiment: 0.000000  
 原文: 　　“应该是吧，很抱歉。”  positive_prob: 0.327079  confidence: 0.273158  negative_prob: 0.672921  sentiment: 0.000000  
 原文: 　　“在这之前，”我问，“我可以自首吗？”  positive_prob: 0.216068  confidence: 0.519848  negative_prob: 0.783932  sentiment: 0.000000  
 原文: 　　加贺刑警睁大了眼睛，接着他摇了摇头：“很遗憾，到此地步已经不能算自首了。不过，若你还想顽强抵抗，我不觉得那是上策。”  positive_prob: 0.096301  confidence: 0.785997  negative_prob: 0.903699  sentiment: 0.000000  
 原文: 　　“是吗？”我的肩膀整个瘫软了。我一边感到绝望，一边又有一种放松的感觉，因为再也不用演戏了，“你是从什么时候开始怀疑我的？”我问加贺。  positive_prob: 0.349355  confidence: 0.223655  negative_prob: 0.650645  sentiment: 0.000000  
 原文: 　　“从事件发生的那个晚上。”他回答。  positive_prob: 0.119181  confidence: 0.735153  negative_prob: 0.880819  sentiment: 0.000000  
 原文: 　　“事件发生的晚上？我又犯了什么错误吗？”  positive_prob: 0.055308  confidence: 0.877094  negative_prob: 0.944692  sentiment: 0.000000  
 原文: 　　“嗯，”他点头，“你问我判定的死亡时间。”  positive_prob: 0.409052  confidence: 0.090996  negative_prob: 0.590948  sentiment: 0.000000  
 原文: 　　“这又哪里不对了？”        positive_prob: 0.104658  confidence: 0.767427  negative_prob: 0.895342  sentiment: 0.000000  
 原文: 　　“确实不对。老师您六点多和日高通过电话，而八点前命案就已经发生，这是您早就知道的，所以判定的死亡时间顶多只能落在这个区间，可是您却特地向警察询问。”  positive_prob: 0.065689  confidence: 0.854025  negative_prob: 0.934311  sentiment: 0.000000  
 原文: 　　“啊……”  positive_prob: 0.408832  confidence: 0.091484  negative_prob: 0.591168  sentiment: 0.000000  
 原文: 　　“还有隔天您又问了同样的问题，就是我们在那家餐馆用餐的时候。那时我心里就有谱了，老师您不是想知道命案发生的时间，而是想知道警方认定的死亡时间是什么时候。”  positive_prob: 0.384424  confidence: 0.145724  negative_prob: 0.615576  sentiment: 0.000000  
 原文: 　　“是这样啊……？”  positive_prob: 0.231541  confidence: 0.485464  negative_prob: 0.768459  sentiment: 0.000000  
 原文: 　　他说的没错。我太过担心，不知自己的计谋成功了没有。  positive_prob: 0.570975  confidence: 0.046611  negative_prob: 0.429025  sentiment: 2.000000  
 原文: 　　“了不起，”我转向加贺刑警说道，“我觉得你是个很了不起的警察。”  positive_prob: 0.287543  confidence: 0.361016  negative_prob: 0.712457  sentiment: 0.000000  
 原文: 　　“谢谢。”他鞠了个躬，继续说，“那么，我们可以准备出门了吗？不过，不好意思，我必须在这里看着你。稍不留神，让嫌犯一人独处而发生不可挽回的憾事，这样的例子也不在少数。”  positive_prob: 0.823721  confidence: 0.608269  negative_prob: 0.176279  sentiment: 2.000000  
 原文: 　　我明白他话里的意思。  positive_prob: 0.432797  confidence: 0.038229  negative_prob: 0.567203  sentiment: 0.000000  
 原文: 　　“我不会自杀的。”我笑着说道。不可思议的，那是非常自然的微笑。  positive_prob: 0.313253  confidence: 0.303882  negative_prob: 0.686747  sentiment: 0.000000  
 原文: 　　“嗯，拜托您了。”加贺也回了我一个自然的笑容。   positive_prob: 0.422793  confidence: 0.060459  negative_prob: 0.577206  sentiment: 0.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 　  positive_prob: 1.000000  confidence: 1.000000  negative_prob: 0.000000  sentiment: 1.000000  
 原文: 探究之章　加贺恭一郎的独白  positive_prob: 0.611240  confidence: 0.136088  negative_prob: 0.388760  sentiment: 2.000000  
 原文: 探究之章　加贺恭一郎的独白  positive_prob: 0.611240  confidence: 0.136088  negative_prob: 0.388760  sentiment: 2.000000  
 原文: 探究之章　加贺恭一郎的独白  positive_prob: 0.611240  confidence: 0.136088  negative_prob: 0.388760  sentiment: 2.000000  
 原文: 探究之章　加贺恭一郎的独白  positive_prob: 0.611240  confidence: 0.136088  negative_prob: 0.388760  sentiment: 2.000000  
 原文: 探究之章　加贺恭一郎的独白  positive_prob: 0.611240  confidence: 0.136088  negative_prob: 0.388760  sentiment: 2.000000  
 原文: 　　自从逮捕野野口修后，已经过了整整四天。  positive_prob: 0.234367  confidence: 0.479183  negative_prob: 0.765633  sentiment: 0.000000  
 原文: 　　所有与犯罪相关的事实，他都承认了。只有一样，他三缄其口，迟迟不肯回答——有关他的犯罪动机。  positive_prob: 0.043832  confidence: 0.902596  negative_prob: 0.956168  sentiment: 0.000000  
 原文: 　　为何他要杀害日高邦彦？那是他自童年起就认识的好友，又是在工作上关照他的恩人，关于这点他怎么也不肯说。  positive_prob: 0.597361  confidence: 0.105247  negative_prob: 0.402639  sentiment: 2.000000  
 原文: 　　“人是我杀的，动机根本不值一提。你就把它当作是我一时冲动的鲁莽行动就行了。”  positive_prob: 0.299682  confidence: 0.334040  negative_prob: 0.700318  sentiment: 0.000000  
 原文: 　　面对检察官时，野野口也是这套说词。  positive_prob: 0.185199  confidence: 0.588446  negative_prob: 0.814801  sentiment: 0.000000  
 原文: 　　不过，我多少猜得出来，这一切和《冰之扉》的原稿有关。  positive_prob: 0.582320  confidence: 0.071823  negative_prob: 0.417680  sentiment: 2.000000  
 原文: 　　附带一提，那份稿子已经找到了。正如我所猜测的，它还储存在文字处理机的硬碟里。此外，被认为案发当天野野口带到日高家的磁片也在书桌的抽屉里，那张磁片与日高家的电脑可以相容。  positive_prob: 0.534958  confidence: 0.300846  negative_prob: 0.465042  sentiment: 1.000000  
 原文: 　　我一直以为，此次犯案并非预先计划好的，而整个侦查小组也是这样认为。如果真是这样，问题就来了：野野口那天为何刚好身上会带着《冰之扉》下回连载的磁片呢？不，应该说，野野口为何事先写好原本该是日高工作内容的稿子呢？  positive_prob: 0.052449  confidence: 0.883446  negative_prob: 0.947551  sentiment: 0.000000  
 原文: 　　关于这点，我在逮捕野野口修之前，就已成立一个假设。我相信在这假设的延长线上，肯定能找到犯罪的真正动机。  positive_prob: 0.579258  confidence: 0.065018  negative_prob: 0.420742  sentiment: 2.000000  
 原文: 　　剩下的只要让野野口亲口证实这个假设就好了，可是他什么都不说。关于身上为何会带有《冰之扉》原稿的磁片，他的说法是这样的：“那是我出于好玩写的。我想叫日高吓一跳，所以才带上了它。我跟他说，如果赶不及截稿时间，就把这个拿去用。当然，他没把我的话当真。”  positive_prob: 0.139907  confidence: 0.689096  negative_prob: 0.860093  sentiment: 0.000000  
 原文: 　　不用我说，这套供词一点说服力都没有。不过，他却是一副信不信随你的态度。  positive_prob: 0.344374  confidence: 0.234725  negative_prob: 0.655626  sentiment: 0.000000  
 原文: 　　于是，我们这些干员只好再次搜索野野口的屋子。之前那次，只查看了文字处理机的档案和书桌的抽屉，根本谈不上是搜索。  positive_prob: 0.035376  confidence: 0.921387  negative_prob: 0.964624  sentiment: 0.000000  
 原文: 　　结果，我们点收了十八件重要的物证，可以证明我的假设确实成立。这其中包括厚厚的大学笔记八册，2HD规格的磁片八张，与两大本装订成册的稿纸。  positive_prob: 0.630767  confidence: 0.179483  negative_prob: 0.369233  sentiment: 2.000000  
 原文: 　　刑事组调查过后，发现这些全是小说。从大学笔记以及稿纸上的笔迹，可以确定这些的确是野野口本人所写。  positive_prob: 0.236253  confidence: 0.474993  negative_prob: 0.763747  sentiment: 0.000000  
 原文: 　　一开始，我们从某张磁片里，发现了不可置信的东西。不，就我个人而言，那是预料中的事。  positive_prob: 0.261527  confidence: 0.418828  negative_prob: 0.738473  sentiment: 0.000000  
 原文: 　　磁片里是《冰之扉》的原稿。不过那不是这次的，而是之前已经在杂志发表过的所有篇章。  positive_prob: 0.664688  confidence: 0.254862  negative_prob: 0.335312  sentiment: 2.000000  
 原文: 　　我请聪明社的编辑山边先生帮我看那些稿子，他的看法如下：“这确实是《冰之扉》至今为止连载过的部分。故事的情节虽然相同，却有好几个部分是我们手上的稿子所没有的，也有正好相反的情形。总之，两者在辞语的运用及文体的表现确实有微妙的差异。”  positive_prob: 0.939073  confidence: 0.864608  negative_prob: 0.060927  sentiment: 2.000000  
 原文: 　　也就是说，同样的现象不仅出现在此次野野口利用作为不在场证明的原稿上，也出现在这张磁碟片里。  positive_prob: 0.037089  confidence: 0.917581  negative_prob: 0.962912  sentiment: 0.000000  
 原文: 　　于是我们收集起日高邦彦的所有作品，大家分配着阅读。附带一提，很多干员都苦笑着说，已经很久不曾像这样拚命读书了。  positive_prob: 0.838203  confidence: 0.640451  negative_prob: 0.161797  sentiment: 2.000000  
 原文: 　　这份努力的成果，让我们发现惊人的事实。从野野口修的房里搜出的八本大学笔记，里面共写了五部长篇小说，而其中的内容和日高邦彦至今发表的作品完全一样。书名和人物的名称或许稍有变动，形式或略有不同，但故事的演变、进展却如出一辙。  positive_prob: 0.131794  confidence: 0.707125  negative_prob: 0.868206  sentiment: 0.000000  
 原文: 　　而其他的磁片里共包括了三部长篇、二十部短篇，所有的长篇都与日高的作品相同，短篇则有十七部是相同的情形。至于那些凑不起来的短篇，则隶属于儿童文学的范畴，以野野口修的名义发表。  positive_prob: 0.172956  confidence: 0.615653  negative_prob: 0.827044  sentiment: 0.000000  
 原文: 　　而写在稿纸上的两篇短篇小说，则在日高的作品里找不到类似的。就稿纸的陈旧情形推断，那应该是很久以前写的，或许再往前探究，能发现什么也说不定。  positive_prob: 0.035062  confidence: 0.922086  negative_prob: 0.964939  sentiment: 0.000000  
 原文: 　　不管怎样，在非作者的住处发现这么多原稿已经很不合理了。更何况，这些内容虽不至于与已发表的作品完全一致，却仅有些许的差异，这一点也令人匪夷所思。而那些写在大学笔记中的作品，甚至还有添注和订正的痕迹，看得出途中几经推敲修饰。       positive_prob: 0.098659  confidence: 0.780758  negative_prob: 0.901341  sentiment: 0.000000  
 原文: 　　说到这里，我不得不断言我的假设是正确的。  positive_prob: 0.723790  confidence: 0.386200  negative_prob: 0.276210  sentiment: 2.000000  
 原文: 　　我的假设就是：野野口修该不会是日高邦彦的影子作家吧？因为这种种奇妙的纠葛，诱发了此次的杀人案件？  positive_prob: 0.125665  confidence: 0.720744  negative_prob: 0.874335  sentiment: 0.000000  
 原文: 　　我在侦查室里针对这点询问过野野口修，结果他面不改色地否定了。  positive_prob: 0.216710  confidence: 0.518421  negative_prob: 0.783290  sentiment: 0.000000  
 原文: 　　“不是。”  positive_prob: 0.105121  confidence: 0.766397  negative_prob: 0.894879  sentiment: 0.000000  
 原文: 　　那么，那些笔记及磁片里的小说要做何解释？面对这些问题，他只是闭着眼，一贯保持沉默。不管同座的资深检察官如何逼问，他就是不答。  positive_prob: 0.133502  confidence: 0.703330  negative_prob: 0.866498  sentiment: 0.000000  
 原文: 　　然后，今天在侦讯途中发生了一件料想不到的事。  positive_prob: 0.352452  confidence: 0.216774  negative_prob: 0.647548  sentiment: 0.000000  
 原文: 　　野野口修突然按住肚子，非常痛苦。看他痛不欲生的样子，我甚至还以为他偷藏毒药，服毒自尽了。  positive_prob: 0.069944  confidence: 0.844570  negative_prob: 0.930056  sentiment: 0.000000  
 原文: 　　他马上被送到警察医院，躺在床上休息。  positive_prob: 0.408150  confidence: 0.092999  negative_prob: 0.591850  sentiment: 0.000000  
 原文: 　　上司把我叫去，告诉我一件令人意外的事。  positive_prob: 0.363624  confidence: 0.191947  negative_prob: 0.636376  sentiment: 0.000000  
 原文: 　　他说野野口修好像罹患了癌症。  positive_prob: 0.150247  confidence: 0.666117  negative_prob: 0.849753  sentiment: 0.000000  
 原文: 　　在他病倒后的隔天，我前往野野口修住的医院。在探望他之前，我先去拜访主治医生。  positive_prob: 0.291563  confidence: 0.352083  negative_prob: 0.708437  sentiment: 0.000000  
 原文: 　　医生说了，他的癌细胞已经转移到包裹内脏的腹膜，情况十分危急，应该尽早动手术。  positive_prob: 0.620473  confidence: 0.156607  negative_prob: 0.379527  sentiment: 2.000000  
 原文: 　　我问他是复发吗？结果医生回答“算是吧”。  positive_prob: 0.067457  confidence: 0.850097  negative_prob: 0.932543  sentiment: 0.000000  
 原文: 　　我之所以这样问是有原因的。因为调查结果显示，野野口修也曾在两年前因为相同的病况，动刀切除掉部份的胃袋。因为手术的关系，他向学校请了几个月的长假。不过，同事当中好像没人知道他因什么病请假，知道内情的只有校长一人而已。  positive_prob: 0.050577  confidence: 0.887607  negative_prob: 0.949423  sentiment: 0.000000  
 原文: 　　奇怪的是，直到被逮捕以前，野野口修都没有去过医院。他应该会自觉身体不适才对——这是医生的看法。  positive_prob: 0.089832  confidence: 0.800374  negative_prob: 0.910168  sentiment: 0.000000  
 原文: 　　动手术就会有救吗？我试着进一步了解。结果一脸理智的医生微偏着头说道：“一半一半吧？”  positive_prob: 0.171233  confidence: 0.619482  negative_prob: 0.828767  sentiment: 0.000000  
 原文: 　　在我听来，情况似乎比想像的严重。  positive_prob: 0.198131  confidence: 0.559709  negative_prob: 0.801869  sentiment: 0.000000  
 原文: 　　之后，我到病房探视野野口修——他住在单人套房。  positive_prob: 0.363087  confidence: 0.193139  negative_prob: 0.636913  sentiment: 0.000000  
 原文: 　　“被逮捕的人不但没有被关进监狱，还住在这么好的地方快乐逍遥，让我觉得怪不好意思的。”野野口修扬起削瘦的脸，招呼着我。此人的容貌比起我先前所熟识的要老多了，只是因为时光的流逝吗？我不禁再度忖想。  positive_prob: 0.204109  confidence: 0.546423  negative_prob: 0.795891  sentiment: 0.000000  
 原文: 　　“觉得怎么样？”  positive_prob: 0.297085  confidence: 0.339810  negative_prob: 0.702915  sentiment: 0.000000  
 原文: 　　“嗯，也不能说有多好，不过对一个生病的人而言，这样算不错的了。”  positive_prob: 0.676813  confidence: 0.281806  negative_prob: 0.323187  sentiment: 2.000000  
 原文: 　　野野口修暗示他已经知道自己罹患癌症的事实。既然是复发，他会知道也没什么好奇怪的。  positive_prob: 0.041400  confidence: 0.907999  negative_prob: 0.958600  sentiment: 0.000000  
 原文: 　　见我沉默不语，他自己反倒先问起来：“对了，我什么时候会被起诉？你们如果动作太慢，恐怕还没等到判决下来，我就翘辫子了。”  positive_prob: 0.091635  confidence: 0.796366  negative_prob: 0.908365  sentiment: 0.000000  
 原文: 　　我听不出来他是在开玩笑还是认真的，不过他肯定对死已有某种程度的觉悟，才能说出这样的话吧。  positive_prob: 0.442333  confidence: 0.017038  negative_prob: 0.557667  sentiment: 0.000000  
 原文: 　　“还不能起诉，因为资料尚未收集齐全。”  positive_prob: 0.461789  confidence: 0.235774  negative_prob: 0.538211  sentiment: 1.000000  
 原文: 　　“为什么？我已经认罪了，证据也有了。只要起诉，一定会被判有罪，这样不就好了吗？放心，我绝对不会临要宣判才突然推翻自己的供词。”  positive_prob: 0.240367  confidence: 0.465851  negative_prob: 0.759633  sentiment: 0.000000  
 原文: 　　“话不是这样说，我们还没查明犯罪的动机。”  positive_prob: 0.111651  confidence: 0.751886  negative_prob: 0.888349  sentiment: 0.000000  
 原文: 　　“又提这个？”  positive_prob: 0.358970  confidence: 0.202289  negative_prob: 0.641030  sentiment: 0.000000  
 原文: 　　“只要老师一天不讲清楚，我们就会一直问下去。”  positive_prob: 0.615739  confidence: 0.146086  negative_prob: 0.384261  sentiment: 2.000000  
 原文: 　　“根本没有什么动机不动机的。我不是跟你说过，这次犯罪全是因为一时冲动？我冲动之下，一抓狂就把人杀了，就那么简单，没有特别的理由。”  positive_prob: 0.027123  confidence: 0.939726  negative_prob: 0.972877  sentiment: 0.000000  
 原文: 　　“所以，我想听听你抓狂的原因，没有人会无缘无故生气的。”  positive_prob: 0.079687  confidence: 0.822918  negative_prob: 0.920313  sentiment: 0.000000  
 原文: 　　“因为一点小事，应该说我觉得那是小事。说老实话，我自己也记不清楚当时怎会那么生气，大概是人家所谓的鬼上身吧？所以，就算我想要说明也说不清楚，这是真的。”  positive_prob: 0.031297  confidence: 0.930451  negative_prob: 0.968703  sentiment: 0.000000  
 原文: 　　“你觉得这种说法我会接受吗？”  positive_prob: 0.260295  confidence: 0.421566  negative_prob: 0.739705  sentiment: 0.000000  
 原文: 　　“你只能接受吧。”  positive_prob: 0.220122  confidence: 0.510841  negative_prob: 0.779878  sentiment: 0.000000  
 原文: 　　我闭上嘴，盯住他的眼睛，结果他也毫不闪避地望着我，眼神充满自信。  positive_prob: 0.360440  confidence: 0.199022  negative_prob: 0.639560  sentiment: 0.000000  
